Image,True Label,Top1_Label,Top1_Prob,Top2_Label,Top2_Prob,Top3_Label,Top3_Prob,Top4_Label,Top4_Prob,Top5_Label,Top5_Prob,Rank
animal_crossing_0.png,animal crossing,slippery road,0.3888958172897609,pedestrian crossing,0.26589994772413134,bumpy road,0.04359869856448449,animal crossing,0.04340008962964601,railway crossing,0.04257143953201393,4
animal_crossing_1.png,animal crossing,slippery road,0.37186368592517594,animal crossing,0.13158467060536524,pedestrian crossing,0.06546222534425734,speed limit,0.05652406519228083,steep descent,0.04574592180847004,2
animal_crossing_10.png,animal crossing,animal crossing,0.7684894763120413,slippery road,0.07266378170472151,pedestrian crossing,0.02799730233061575,speed limit,0.021457085261122836,steep descent,0.019949511558830547,1
animal_crossing_2.png,animal crossing,pedestrian crossing,0.42020147438301136,animal crossing,0.11286709821953526,slippery road,0.06112787653968222,no pedestrians,0.05975198864426669,railway crossing,0.05054190385409171,2
animal_crossing_3.png,animal crossing,animal crossing,0.2845547855320814,slippery road,0.2512907390905685,pedestrian crossing,0.11982487988893994,speed limit,0.06740145604026208,bumpy road,0.03659860412869305,1
animal_crossing_4.png,animal crossing,animal crossing,0.48170792206647095,slippery road,0.12309195054107686,speed limit,0.06213053519158232,pedestrian crossing,0.06068359859424774,school zone,0.035001882151147835,1
animal_crossing_5.png,animal crossing,animal crossing,0.8508134167243366,pedestrian crossing,0.03657561252672353,slippery road,0.01628002489440786,steep descent,0.015469848090578126,speed limit,0.012478266365271032,1
animal_crossing_6.png,animal crossing,animal crossing,0.8527407736221676,pedestrian crossing,0.029424437050561296,steep descent,0.02014392959095373,slippery road,0.016948331176452426,steep ascent,0.014526442974106046,1
animal_crossing_7.png,animal crossing,animal crossing,0.8227801654505752,slippery road,0.05003487286310141,pedestrian crossing,0.02842671571358262,steep ascent,0.017829426970806393,steep descent,0.016688313396134493,1
animal_crossing_8.png,animal crossing,pedestrian crossing,0.32745889052016597,slippery road,0.27000340842382525,railway crossing,0.11928001252111926,school zone,0.05194880737290931,right turn,0.038601523704104475,-1
animal_crossing_9.png,animal crossing,pedestrian crossing,0.3174505270417613,animal crossing,0.10482111797084044,slippery road,0.10046184008020703,left turn,0.059966799577184766,school zone,0.05847065727391326,2
bumpy_road_0.png,bumpy road,slippery road,0.5927277479006395,railway crossing,0.10670144703884031,right turn,0.06182591976850657,pedestrian crossing,0.043449688487170846,give way,0.029590741827227263,-1
