Image,True Label,Top1_Label,Top1_Prob,Top2_Label,Top2_Prob,Top3_Label,Top3_Prob,Top4_Label,Top4_Prob,Top5_Label,Top5_Prob,Rank
animal_crossing_0.png,animal crossing,animal crossing,0.999999684018354,steep descent,1.6281396436716514e-07,steep ascent,1.3609022833516758e-07,cross road,5.856365217214303e-09,narrow roads ahead,4.9815449094818606e-09,1
animal_crossing_1.png,animal crossing,animal crossing,0.9999989082133964,steep descent,8.015450261953143e-07,steep ascent,1.4636289889299285e-07,cross road,7.98298106727973e-08,bumpy road,2.112853754876201e-08,1
animal_crossing_10.png,animal crossing,animal crossing,0.9999999997248938,cross road,8.48994912824497e-11,left turn,6.331077286324741e-11,round about,4.612630944884189e-11,stop,3.800692813807618e-11,1
animal_crossing_2.png,animal crossing,animal crossing,0.9999991294097286,steep descent,3.118462954625032e-07,steep ascent,2.9019554976827105e-07,narrow roads ahead,1.2092353514784689e-07,cross road,8.501698375888185e-08,1
animal_crossing_3.png,animal crossing,animal crossing,0.9999999940685621,steep descent,3.472362838718156e-09,steep ascent,1.5712847747053356e-09,cross road,4.834181558248797e-10,narrow roads ahead,2.685412849890975e-10,1
animal_crossing_4.png,animal crossing,animal crossing,0.9999999999564892,cross road,1.3899624888787438e-11,steep descent,8.835012883030991e-12,round about,6.757400313394187e-12,stop,6.471896719725947e-12,1
animal_crossing_5.png,animal crossing,animal crossing,0.9999999999118377,steep descent,2.7816927210251838e-11,cross road,1.5780495353437432e-11,cycle crossing,1.5618466533068377e-11,narrow roads ahead,1.5101930260388234e-11,1
animal_crossing_6.png,animal crossing,animal crossing,0.9999999998502027,steep descent,4.7150201098927124e-11,cycle crossing,3.58092486677679e-11,narrow roads ahead,2.3842259671934535e-11,cross road,1.857144341081817e-11,1
animal_crossing_7.png,animal crossing,animal crossing,0.999999998307557,steep descent,1.1139001888444397e-09,steep ascent,3.5203943747784235e-10,cross road,1.0294418537666867e-10,cycle crossing,6.167361240226253e-11,1
animal_crossing_8.png,animal crossing,animal crossing,0.4937048611259438,steep ascent,0.3233974126668143,steep descent,0.16133363837292752,narrow roads ahead,0.014475463472832547,cross road,0.005116895316528695,1
animal_crossing_9.png,animal crossing,animal crossing,0.9999999428417613,cross road,1.8229883473667353e-08,steep descent,1.553832638276867e-08,round about,5.300163502622937e-09,stop,4.672455876463038e-09,1
bumpy_road_0.png,bumpy road,steep ascent,0.9501132236730929,steep descent,0.04352671054036374,narrow roads ahead,0.00627200168555702,bumpy road,6.48170949287005e-05,cross road,1.1669633666842677e-05,4
bumpy_road_1.png,bumpy road,steep ascent,0.9545088489364866,steep descent,0.04435382022209266,narrow roads ahead,0.0011188790870368434,bumpy road,1.700566485841588e-05,animal crossing,1.029492701887915e-06,4
bumpy_road_10.png,bumpy road,steep ascent,0.6220999581402774,steep descent,0.3404521511797426,narrow roads ahead,0.033193936352392046,bumpy road,0.0018445552476626687,animal crossing,0.001407102725269027,4
bumpy_road_11.png,bumpy road,steep ascent,0.6875279203202279,steep descent,0.29412855192392573,narrow roads ahead,0.015134747057846579,bumpy road,0.0029376450101758866,animal crossing,0.00017908313818863563,4
bumpy_road_2.png,bumpy road,steep descent,0.3589049823118591,steep ascent,0.31441767527184133,narrow roads ahead,0.23008089570342993,bumpy road,0.09103868652356953,slippery road,0.00456962870858638,4
bumpy_road_3.png,bumpy road,steep descent,0.3795653419592894,narrow roads ahead,0.352611433156005,steep ascent,0.16496088234119188,bumpy road,0.10009866330771798,cross road,0.0016606309466968385,4
bumpy_road_4.png,bumpy road,steep ascent,0.9479749805629153,steep descent,0.042620274555559924,narrow roads ahead,0.009347782856426574,bumpy road,5.053425801840604e-05,cross road,4.231726126796157e-06,4
bumpy_road_5.png,bumpy road,steep ascent,0.7117919236388389,narrow roads ahead,0.15957503414033472,steep descent,0.08763598896506777,bumpy road,0.04024425516719724,slippery road,0.000520054746696857,4
bumpy_road_6.png,bumpy road,steep ascent,0.6413973238600371,narrow roads ahead,0.15841188674253698,bumpy road,0.07449052818104861,steep descent,0.07311206382874226,slippery road,0.05234829855264794,3
bumpy_road_7.png,bumpy road,narrow roads ahead,0.7875112209221206,steep ascent,0.1161727553722112,steep descent,0.05762418022820925,bumpy road,0.037960359295743706,slippery road,0.0005722857877047143,4
bumpy_road_8.png,bumpy road,steep ascent,0.9094953175876337,steep descent,0.07053287350740799,narrow roads ahead,0.017767139962449212,bumpy road,0.002072785191172724,animal crossing,6.093644196327485e-05,4
bumpy_road_9.png,bumpy road,steep ascent,0.9808694525128935,steep descent,0.018690169509123417,narrow roads ahead,0.00042750319985410704,bumpy road,1.150074744963535e-05,cross road,4.161414809477931e-07,4
cross_road_0.png,cross road,cross road,0.9748709863863306,narrow roads ahead,0.02199360162733355,animal crossing,0.0011345953634493342,steep ascent,0.0008923528578849605,bumpy road,0.0008595681492537275,1
cross_road_1.png,cross road,cross road,0.9983872009756954,narrow roads ahead,0.0007061228119472895,animal crossing,0.0006456545537155728,cycle crossing,0.00016100348359889962,bumpy road,5.587209525935505e-05,1
cross_road_10.png,cross road,cross road,0.9962044636599433,narrow roads ahead,0.0022590848830487988,animal crossing,0.001006404793395206,bumpy road,0.00029007246494595836,cycle crossing,0.0002189172247556535,1
cross_road_11.png,cross road,cross road,0.986720573944654,narrow roads ahead,0.010158081354773233,steep ascent,0.0013319118752735265,animal crossing,0.0007818967268466391,cycle crossing,0.0005364049413553969,1
cross_road_2.png,cross road,cross road,0.9916275551643472,narrow roads ahead,0.0072938652612485185,animal crossing,0.0005790639694706518,bumpy road,0.0003599218725159448,cycle crossing,0.0001255951127275342,1
cross_road_3.png,cross road,cross road,0.9687355840130905,narrow roads ahead,0.02329165192909129,steep ascent,0.004008314477957503,animal crossing,0.0023361433448421433,cycle crossing,0.001050753669489302,1
cross_road_4.png,cross road,cross road,0.9983866170914949,narrow roads ahead,0.001157716859423769,bumpy road,0.0002339740137893384,animal crossing,0.0001879042009420811,cycle crossing,2.7495602233828135e-05,1
cross_road_5.png,cross road,cross road,0.7351407896109072,narrow roads ahead,0.2432621033181529,bumpy road,0.016298987322135396,animal crossing,0.0040404208790317305,cycle crossing,0.0006808173906427673,1
cross_road_6.png,cross road,cross road,0.9445344676676555,narrow roads ahead,0.04762980034505559,steep ascent,0.0037201007791294242,bumpy road,0.0028982284814384617,animal crossing,0.0005507856213238601,1
cross_road_7.png,cross road,cross road,0.9947653846219703,narrow roads ahead,0.00421618579011158,animal crossing,0.0007698490290961335,bumpy road,0.00018446141206764367,cycle crossing,4.793001533772664e-05,1
cross_road_8.png,cross road,cross road,0.998985634646876,narrow roads ahead,0.0007844954882594142,animal crossing,0.00011892087827524346,bumpy road,7.864902427517253e-05,cycle crossing,2.4472168905240582e-05,1
cross_road_9.png,cross road,cross road,0.9797875628748196,narrow roads ahead,0.011333518431959877,animal crossing,0.005138314135678841,steep ascent,0.0019686344227404693,steep descent,0.0010500224238819348,1
cycle_crossing_0.png,cycle crossing,cycle crossing,0.9999999741810274,cross road,8.788636248811786e-09,road work ahead,7.100916844260801e-09,animal crossing,4.426243040700119e-09,steep ascent,2.6632931306020095e-09,1
cycle_crossing_1.png,cycle crossing,cycle crossing,0.999999970817176,cross road,1.2444997745108188e-08,road work ahead,8.48547552296305e-09,animal crossing,4.093522564410061e-09,narrow roads ahead,1.639879408382849e-09,1
cycle_crossing_2.png,cycle crossing,cycle crossing,0.9999998716055526,road work ahead,5.992988504299592e-08,cross road,3.093532893249863e-08,narrow roads ahead,1.2896602389211406e-08,bumpy road,1.2880830807059347e-08,1
cycle_crossing_3.png,cycle crossing,cycle crossing,0.9999999522451131,road work ahead,2.6652582519090175e-08,cross road,1.3972716286429686e-08,animal crossing,3.3922310641045357e-09,narrow roads ahead,1.6630084536476652e-09,1
cycle_crossing_4.png,cycle crossing,cycle crossing,0.9999999450317811,road work ahead,3.7946734858974104e-08,cross road,1.04882054193676e-08,animal crossing,2.98200405032139e-09,pedestrian crossing,1.8377069938105517e-09,1
cycle_crossing_5.png,cycle crossing,cycle crossing,0.9999999840181705,cross road,6.942913146523633e-09,road work ahead,4.219134577684173e-09,animal crossing,1.9537762434888357e-09,pedestrian crossing,1.8194292756358717e-09,1
cycle_crossing_6.png,cycle crossing,cycle crossing,0.9999999839157028,cross road,7.406226629420673e-09,road work ahead,4.851958623937668e-09,animal crossing,2.254854107223037e-09,pedestrian crossing,1.003394883995589e-09,1
cycle_crossing_7.png,cycle crossing,cycle crossing,0.9999999797647174,cross road,9.534877643658726e-09,road work ahead,4.277202940537246e-09,animal crossing,3.958124035644584e-09,narrow roads ahead,1.4428620861237238e-09,1
cycle_crossing_8.png,cycle crossing,cycle crossing,0.9999998712001784,road work ahead,6.381703392445858e-08,cross road,3.767128333612839e-08,pedestrian crossing,1.6795539791442392e-08,animal crossing,3.347829441016264e-09,1
dip_0.png,dip,steep descent,0.9128086894721917,dip,0.06974454378808405,steep ascent,0.017414726505636087,animal crossing,2.4025224592700955e-05,narrow roads ahead,4.737992446784775e-06,2
dip_1.png,dip,steep ascent,0.7123980537810733,steep descent,0.28749153301223596,dip,0.0001071893236641309,narrow roads ahead,2.689214528538379e-06,animal crossing,3.7145913309190593e-07,3
