Image,True Label,Top1_Label,Top1_Prob,Top2_Label,Top2_Prob,Top3_Label,Top3_Prob,Top4_Label,Top4_Prob,Top5_Label,Top5_Prob,Rank
animal_crossing_0.png,animal crossing,slippery road,0.4599598287599437,steep descent,0.23285912701186953,give way,0.22438191722168346,steep ascent,0.07839913101031266,animal crossing,0.002457854856585128,5
animal_crossing_1.png,animal crossing,steep descent,0.6057755901682508,give way,0.25756695774414884,steep ascent,0.07373313204032085,slippery road,0.046539178045554776,animal crossing,0.015512338054794381,5
animal_crossing_10.png,animal crossing,animal crossing,0.9875509883721714,school zone,0.011266172647425717,give way,0.0005844246372050833,railway crossing,0.00039688279877786334,cross road,9.935129624245943e-05,1
animal_crossing_2.png,animal crossing,steep descent,0.9263744014011849,steep ascent,0.06821174534467823,animal crossing,0.00469910726139406,give way,0.0006264604433404117,slippery road,4.1768515206130014e-05,3
animal_crossing_3.png,animal crossing,animal crossing,0.5047592969207704,give way,0.24237799509823374,slippery road,0.129219272984164,steep descent,0.10121820659038919,steep ascent,0.015266919998314395,1
animal_crossing_4.png,animal crossing,animal crossing,0.990576291067304,school zone,0.005747719769796844,give way,0.0028215136320061548,railway crossing,0.0004620277452041607,hospital,8.971767583166222e-05,1
animal_crossing_5.png,animal crossing,animal crossing,0.7461502253281787,give way,0.2129134149669976,school zone,0.01866172937571946,railway crossing,0.013581669466911594,gas station,0.0030641768305302813,1
animal_crossing_6.png,animal crossing,animal crossing,0.9174476943211891,give way,0.025773886098631824,school zone,0.024470032913960785,road work ahead,0.018052324062901002,railway crossing,0.007302155987043583,1
animal_crossing_7.png,animal crossing,animal crossing,0.45738316080137176,give way,0.4248558022949509,school zone,0.05947083316952629,railway crossing,0.039560856472310155,road work ahead,0.004984912691172612,1
animal_crossing_8.png,animal crossing,animal crossing,0.9003696649098522,gas station,0.07289598834386522,hospital,0.019933639910881578,road work ahead,0.001599250160133448,no u turn,0.0012742325612426302,1
animal_crossing_9.png,animal crossing,animal crossing,0.9927722970414442,school zone,0.005870055965335398,give way,0.0009884283293577554,railway crossing,0.00023620732410740665,cross road,7.024307632193223e-05,1
bumpy_road_0.png,bumpy road,give way,0.4777161057232086,railway crossing,0.453983246110926,bumpy road,0.053478599356645715,slippery road,0.006868310567946767,steep ascent,0.003667462638765803,3
bumpy_road_1.png,bumpy road,steep descent,0.8505319636656278,steep ascent,0.1104618240447636,bumpy road,0.023319185271420826,give way,0.01174176978151131,slippery road,0.0037035864763671493,3
