Image,True Label,Top1_Label,Top1_Prob,Top2_Label,Top2_Prob,Top3_Label,Top3_Prob,Top4_Label,Top4_Prob,Top5_Label,Top5_Prob,Rank
animal_crossing_0.png,animal crossing,animal crossing,0.1536230193887201,round about,0.14594565134685536,stop,0.08556725918555176,give way,0.05991836502061798,steep descent,0.054768125274885206,1
animal_crossing_1.png,animal crossing,steep descent,0.15977296267809446,steep ascent,0.1305873958433795,pedestrian crossing,0.08153821202491542,cycle crossing,0.0671898680184608,road work ahead,0.06402720240389168,-1
animal_crossing_2.png,animal crossing,steep descent,0.1292195053157015,no overtaking,0.09426957249790378,animal crossing,0.07513682978144938,steep ascent,0.07399627863155216,narrow roads ahead,0.057431440770534484,3
animal_crossing_3.png,animal crossing,animal crossing,0.4392633492052932,round about,0.124138218789144,slippery road,0.03870693520301051,no overtaking,0.03372988947874947,bumpy road,0.03348133991584977,1
animal_crossing_4.png,animal crossing,steep descent,0.1270172919340199,slippery road,0.11819663541906539,steep ascent,0.11065004588422968,pedestrian crossing,0.07774754098087241,bumpy road,0.0584917469240407,-1
animal_crossing_5.png,animal crossing,gas station,0.10504648308565347,animal crossing,0.09827710399815988,no overtaking,0.08783536875317768,hospital,0.06597381456994386,cross road,0.06217142859123747,2
animal_crossing_6.png,animal crossing,slippery road,0.14767472522373593,steep descent,0.12119135944434557,steep ascent,0.0824912925846264,no overtaking,0.06763104438038843,animal crossing,0.058098220122611795,5
animal_crossing_7.png,animal crossing,steep descent,0.1995809772088621,slippery road,0.14602994582038442,steep ascent,0.12274558291052963,animal crossing,0.11624884637313143,no overtaking,0.0773948963695296,4
animal_crossing_8.png,animal crossing,animal crossing,0.11089801434218557,no overtaking,0.09452283118937602,cross road,0.074586442514583,bumpy road,0.06752034278092786,slippery road,0.060631262138262365,1
animal_crossing_9.png,animal crossing,gas station,0.21009626716628427,animal crossing,0.1130898400971128,no overtaking,0.1030130315606711,cross road,0.061965257031871585,hospital,0.057195105358769205,2
bumpy_road_0.png,bumpy road,steep descent,0.08921056555080006,steep ascent,0.08615820079771198,cycle crossing,0.08508944695118975,road work ahead,0.08431812130667742,pedestrian crossing,0.08424632042915146,-1
bumpy_road_1.png,bumpy road,steep descent,0.0865969788774533,steep ascent,0.08350770127280098,road work ahead,0.08153138631337262,cycle crossing,0.08112517700346766,bumpy road,0.08071182323525508,5
bumpy_road_2.png,bumpy road,steep descent,0.08717519828392505,steep ascent,0.08310833604653992,road work ahead,0.08286561821949248,bumpy road,0.08149030002405583,cycle crossing,0.08138283921247874,4
bumpy_road_3.png,bumpy road,steep descent,0.07779401677284321,steep ascent,0.07755650572132154,bumpy road,0.07751607315165508,dip,0.07703316472355945,road work ahead,0.07651592277624565,3
bumpy_road_4.png,bumpy road,steep descent,0.08203781817356319,steep ascent,0.08036709455726809,bumpy road,0.07931881941154613,road work ahead,0.07908368654800527,dip,0.07839049535399607,3
bumpy_road_5.png,bumpy road,steep descent,0.08622773889339291,steep ascent,0.08528765922146075,pedestrian crossing,0.08226692566872422,bumpy road,0.08225693386835843,dip,0.08217015844475166,4
bumpy_road_6.png,bumpy road,steep descent,0.0828245079161011,steep ascent,0.08131247012133623,animal crossing,0.07694180530985639,bumpy road,0.07385460962079922,cycle crossing,0.07307349595352046,4
bumpy_road_7.png,bumpy road,steep descent,0.08600465609528515,steep ascent,0.08309328766899475,bumpy road,0.07954841083759866,road work ahead,0.07950950165246011,dip,0.07930068311881786,3
bumpy_road_8.png,bumpy road,steep descent,0.08465880450127339,steep ascent,0.08430685347611602,pedestrian crossing,0.08374141770099536,cycle crossing,0.083597576155275,bumpy road,0.08354015748307979,5
bumpy_road_9.png,bumpy road,steep descent,0.08545501964990661,steep ascent,0.08504862454052194,bumpy road,0.0838876054714198,pedestrian crossing,0.08384538295982989,dip,0.08379431325297249,3
cross_road_0.png,cross road,steep descent,0.07330604988089345,cycle crossing,0.07130076975456048,steep ascent,0.07115169368801195,cross road,0.07081906969522592,road work ahead,0.06881483378203053,4
cross_road_1.png,cross road,animal crossing,0.08000404059166638,cross road,0.0759890390868757,cycle crossing,0.0742938339767742,round about,0.07112551830162311,steep descent,0.06998878003189177,2
cross_road_2.png,cross road,cross road,0.07792237924915459,cycle crossing,0.07708517972723014,steep descent,0.07599901303463924,road work ahead,0.07530445149960059,steep ascent,0.07470044506215469,1
cross_road_3.png,cross road,railway crossing,0.08916457459119292,cross road,0.08184380631787742,cycle crossing,0.0816737407923737,pedestrian crossing,0.08166853126969126,school zone,0.08143451753269584,2
cross_road_4.png,cross road,cross road,0.07332083141034833,steep ascent,0.07165707530911126,steep descent,0.07158979638864205,pedestrian crossing,0.07078596684940053,cycle crossing,0.07037053114905496,1
cross_road_5.png,cross road,railway crossing,0.07193122990502003,cross road,0.06788065430631186,pedestrian crossing,0.06490065732883138,cycle crossing,0.06477363151787584,steep descent,0.06430787814444734,2
cross_road_6.png,cross road,cross road,0.07534172016142765,pedestrian crossing,0.07458930539719291,cycle crossing,0.07436017914393808,railway crossing,0.07424601135733268,steep ascent,0.07404134213786719,1
cross_road_7.png,cross road,railway crossing,0.11880300393343259,pedestrian crossing,0.07311874263359816,cross road,0.071641787761941,cycle crossing,0.07030415064444195,steep ascent,0.0698896064239757,3
cross_road_8.png,cross road,railway crossing,0.11350559419651736,pedestrian crossing,0.07510417290090719,cross road,0.07373790412255972,slippery road,0.07079756109036331,cycle crossing,0.06968285532971459,3
cross_road_9.png,cross road,cross road,0.11365093433379161,pedestrian crossing,0.08581610029527709,round about,0.06446911200351439,slippery road,0.05519263593497421,school zone,0.055001959841454146,1
cycle_crossing_000.png,cycle crossing,cycle crossing,0.8839714086427842,steep ascent,0.010270674954345603,steep descent,0.009622740609527898,pedestrian crossing,0.008826276367102176,bumpy road,0.00852857462964856,1
cycle_crossing_001.png,cycle crossing,cycle crossing,0.9248063255867311,give way,0.008843570813621974,pedestrian crossing,0.00561284809313896,railway crossing,0.004955808786668649,bumpy road,0.00478749370703483,1
cycle_crossing_002.png,cycle crossing,cycle crossing,0.8732446591146187,steep ascent,0.009888807187751402,pedestrian crossing,0.009177961938689676,railway crossing,0.008835684402200075,steep descent,0.008801609417942943,1
cycle_crossing_003.png,cycle crossing,cycle crossing,0.9286336971995307,steep ascent,0.006681665849547876,steep descent,0.0060131008840893915,bumpy road,0.005329557785215017,pedestrian crossing,0.005315508733370512,1
cycle_crossing_004.png,cycle crossing,cycle crossing,0.8803901955385692,pedestrian crossing,0.010429059654859652,steep ascent,0.009360222457608636,steep descent,0.009206045643688137,school zone,0.009057484004039707,1
cycle_crossing_005.png,cycle crossing,cycle crossing,0.7910427819131909,steep ascent,0.017224320123103317,steep descent,0.016390418199496534,pedestrian crossing,0.016072366385954398,bumpy road,0.01499017143854843,1
cycle_crossing_006.png,cycle crossing,cycle crossing,0.9166687126600752,give way,0.00887777595759539,pedestrian crossing,0.006665442189657151,railway crossing,0.005646695255047007,bumpy road,0.004946945592945585,1
cycle_crossing_007.png,cycle crossing,cycle crossing,0.8756423517605076,give way,0.011274907178161141,pedestrian crossing,0.009538868911017703,steep ascent,0.009276788249878638,steep descent,0.008095767273197042,1
cycle_crossing_008.png,cycle crossing,cycle crossing,0.8839714086427842,steep ascent,0.010270674954345603,steep descent,0.009622740609527898,pedestrian crossing,0.008826276367102176,bumpy road,0.00852857462964856,1
cycle_crossing_009.png,cycle crossing,cycle crossing,0.8554619815914006,give way,0.011292098017890176,pedestrian crossing,0.00927305484418279,railway crossing,0.008898834153194191,steep ascent,0.008109329263594794,1
cycle_crossing_010.png,cycle crossing,cycle crossing,0.7764292035664614,bumpy road,0.025148377601932538,round about,0.024766798620710906,slippery road,0.017730246869726584,steep ascent,0.015047776291517038,1
cycle_crossing_011.png,cycle crossing,cycle crossing,0.8840973753441039,steep ascent,0.009357564601635563,pedestrian crossing,0.009116527488242416,steep descent,0.008262916107240045,bumpy road,0.00801539414909592,1
cycle_crossing_012.png,cycle crossing,cycle crossing,0.7608553131662307,give way,0.01637978448545255,stop,0.014795677662697505,pedestrian crossing,0.014171791063961233,steep ascent,0.01397941448646208,1
cycle_crossing_013.png,cycle crossing,cycle crossing,0.8112477349692029,slippery road,0.025673210836016234,round about,0.020670616953828068,bumpy road,0.020253464092827585,steep ascent,0.010735479791359791,1
cycle_crossing_014.png,cycle crossing,cycle crossing,0.852321439653066,slippery road,0.02047787049272273,bumpy road,0.016546235732691164,round about,0.011209348102661913,steep ascent,0.009731432060568155,1
cycle_crossing_015.png,cycle crossing,cycle crossing,0.7764292035664614,bumpy road,0.025148377601932538,round about,0.024766798620710906,slippery road,0.017730246869726584,steep ascent,0.015047776291517038,1
cycle_crossing_016.png,cycle crossing,cycle crossing,0.8803901955385692,pedestrian crossing,0.010429059654859652,steep ascent,0.009360222457608636,steep descent,0.009206045643688137,school zone,0.009057484004039707,1
