Image,True Label,Top1_Label,Top1_Prob,Top2_Label,Top2_Prob,Top3_Label,Top3_Prob,Top4_Label,Top4_Prob,Top5_Label,Top5_Prob,Rank
animal_crossing_0.png,animal crossing,steep descent,0.5440787249668618,steep ascent,0.45492393812546544,pedestrian crossing,0.0006091381187397906,slippery road,0.00019078167171328078,animal crossing,9.461830569529072e-05,5
animal_crossing_1.png,animal crossing,steep descent,0.5588352933127956,steep ascent,0.4411316633087886,slippery road,1.7905966312760995e-05,bumpy road,5.4713057906992186e-06,pedestrian crossing,3.848841867168163e-06,-1
animal_crossing_10.png,animal crossing,steep ascent,0.6087280319717199,steep descent,0.3911890419896881,slippery road,6.210190663889596e-05,bumpy road,1.537553043892474e-05,cross road,1.9103628415056043e-06,-1
animal_crossing_2.png,animal crossing,steep ascent,0.7775260294402068,steep descent,0.2054772685953018,animal crossing,0.013225404265964656,pedestrian crossing,0.002897044281197504,bumpy road,0.0004187389957399109,3
animal_crossing_3.png,animal crossing,steep ascent,0.6351335628553423,steep descent,0.36470005549657836,give way,5.522359602724434e-05,pedestrian crossing,3.88855816804024e-05,slippery road,3.411610046051913e-05,-1
animal_crossing_4.png,animal crossing,steep descent,0.6223725384487413,steep ascent,0.37754943074982733,slippery road,3.193444943289898e-05,give way,2.4032329674431935e-05,bumpy road,1.4563705183387496e-05,-1
animal_crossing_5.png,animal crossing,steep ascent,0.5344747608795022,steep descent,0.46551934244047266,slippery road,4.0896305593818325e-06,bumpy road,9.318916574220167e-07,speed limit,2.5854718874463615e-07,-1
animal_crossing_6.png,animal crossing,steep ascent,0.6293633418329095,steep descent,0.37061426232167183,slippery road,1.3058403962827005e-05,bumpy road,3.6171634927295346e-06,animal crossing,2.9273704397424842e-06,5
animal_crossing_7.png,animal crossing,animal crossing,0.9975857733480662,steep ascent,0.0020518545923465074,steep descent,0.0002979185974424421,cycle crossing,1.3715121111972153e-05,height limit,1.290168285616097e-05,1
animal_crossing_8.png,animal crossing,animal crossing,0.992434779550481,steep ascent,0.006525875914659164,steep descent,0.0009225819231403249,cycle crossing,3.971738729778314e-05,bumpy road,2.3970961926263154e-05,1
animal_crossing_9.png,animal crossing,steep ascent,0.5626897356335067,steep descent,0.4370604953536322,slippery road,0.0001690099248077027,animal crossing,2.927377475980758e-05,give way,1.4615571884695629e-05,4
bumpy_road_0.png,bumpy road,steep ascent,0.9149642234104107,steep descent,0.08501493224939263,slippery road,1.0591623482147666e-05,bumpy road,5.255508065585446e-06,cross road,4.205250853603557e-06,4
bumpy_road_1.png,bumpy road,steep ascent,0.8228716373037723,steep descent,0.17675379486823553,give way,0.0002853804672718128,slippery road,2.387369466744908e-05,bumpy road,1.7080063258984662e-05,5
bumpy_road_10.png,bumpy road,steep ascent,0.9613524487206363,steep descent,0.03863955789950892,animal crossing,2.6080938346813164e-06,bumpy road,2.392711568769611e-06,cross road,1.8994244264847564e-06,4
bumpy_road_2.png,bumpy road,steep descent,0.5754103170065324,steep ascent,0.4243345820535178,bumpy road,0.00011104409561373248,cross road,6.620926659511689e-05,animal crossing,4.614644101627272e-05,3
bumpy_road_3.png,bumpy road,cycle crossing,0.999999658396853,pedestrian crossing,1.662046725556907e-07,railway crossing,7.304961555314443e-08,road work ahead,2.4328846567305865e-08,cross road,2.2664128098041524e-08,-1
bumpy_road_4.png,bumpy road,steep ascent,0.9087104610121436,steep descent,0.09127504881061137,cross road,7.13863411152177e-06,bumpy road,3.1462511640541366e-06,slippery road,2.006247517956734e-06,4
bumpy_road_5.png,bumpy road,steep ascent,0.9629436095892692,steep descent,0.036420138745114246,bumpy road,0.00036014368998677897,slippery road,0.00020551875620002823,cross road,3.874833388515796e-05,3
bumpy_road_6.png,bumpy road,steep ascent,0.8146953100955986,steep descent,0.18524282256726313,slippery road,4.622850330555341e-05,give way,7.270118775648772e-06,bumpy road,4.684281801625697e-06,5
bumpy_road_7.png,bumpy road,steep ascent,0.6711427667699125,steep descent,0.32252857901936405,animal crossing,0.0031722302639893302,bumpy road,0.0019575600453727426,cycle crossing,0.00038755656022598534,4
bumpy_road_8.png,bumpy road,steep ascent,0.9619107577038515,steep descent,0.03808018441125141,bumpy road,4.277392152442284e-06,slippery road,2.507499430732369e-06,cross road,1.4556008296594056e-06,3
bumpy_road_9.png,bumpy road,steep ascent,0.48828570160964274,steep descent,0.47454323024952527,give way,0.036937226403075576,slippery road,8.201119770644407e-05,stop,4.9154304617357316e-05,-1
cross_road_0.png,cross road,steep ascent,0.7749227053236419,steep descent,0.16415614615070395,give way,0.05600666882935611,cross road,0.002539803400559637,slippery road,0.0012331399651636977,4
cross_road_1.png,cross road,give way,0.38081022229715583,cross road,0.3752018330054937,steep descent,0.09955793012877097,steep ascent,0.09921681688061318,bumpy road,0.014453561199323613,2
cross_road_10.png,cross road,cross road,0.5547902965573939,steep ascent,0.24378551261492576,steep descent,0.13766809651169326,bumpy road,0.05026644760264317,animal crossing,0.005909132838945601,1
cross_road_11.png,cross road,steep ascent,0.895550251311732,steep descent,0.09567909555078559,cross road,0.005299395086508378,give way,0.0026256735438844802,bumpy road,0.00046675703950160846,3
cross_road_2.png,cross road,cross road,0.5532515546351501,steep descent,0.18624523573970034,steep ascent,0.09694259029427288,bumpy road,0.08277941857833929,railway crossing,0.03408330782077047,1
cross_road_3.png,cross road,give way,0.6839822163635791,steep ascent,0.21756943611225735,steep descent,0.07614022176825865,cross road,0.011761716969558573,railway crossing,0.0037706963448492013,4
cross_road_4.png,cross road,give way,0.6782658083652034,steep descent,0.14348552382869473,steep ascent,0.07241629571083999,cross road,0.055552780899882415,bumpy road,0.03310293742890721,4
cross_road_5.png,cross road,cross road,0.5243822675773017,animal crossing,0.11074113433704996,steep descent,0.10997652874963468,bumpy road,0.07872395996114595,cycle crossing,0.0720971430502103,1
cross_road_6.png,cross road,give way,0.4158609849591966,steep ascent,0.40143003064451543,steep descent,0.1684899148077363,railway crossing,0.004098209435828063,bumpy road,0.0037241656828577527,-1
cross_road_7.png,cross road,give way,0.9922001718005657,steep ascent,0.002716347805708423,steep descent,0.002232750318920591,railway crossing,0.0016163222976222798,cross road,0.0009832590256700685,5
cross_road_8.png,cross road,give way,0.9496126420429811,steep ascent,0.018180744378052217,cross road,0.014247424389006006,steep descent,0.01424291139344118,railway crossing,0.0014116090899758491,3
cross_road_9.png,cross road,steep ascent,0.8859503985134852,steep descent,0.11295931636489051,cross road,0.0004632071788306498,give way,0.0003173827273036206,bumpy road,0.00013405267998354252,3
cycle_crossing_0.png,cycle crossing,cycle crossing,0.9999972921899788,pedestrian crossing,2.5670078723749945e-06,road work ahead,1.0439460911091278e-07,railway crossing,2.702592545618343e-08,cross road,2.5003726173661533e-09,1
cycle_crossing_1.png,cycle crossing,cycle crossing,0.9999999681153025,pedestrian crossing,1.0302446151234844e-08,cross road,6.033285063284068e-09,railway crossing,4.968233981913306e-09,bumpy road,3.404017191877271e-09,1
cycle_crossing_2.png,cycle crossing,cycle crossing,0.9999996160541429,steep ascent,1.6658874155611876e-07,cross road,4.701566264054713e-08,road work ahead,4.505716918519396e-08,railway crossing,3.028824396929392e-08,1
cycle_crossing_3.png,cycle crossing,cycle crossing,0.999999658396853,pedestrian crossing,1.662046725556907e-07,railway crossing,7.304961555314443e-08,road work ahead,2.4328846567305865e-08,cross road,2.2664128098041524e-08,1
cycle_crossing_4.png,cycle crossing,cycle crossing,0.9999978339381855,pedestrian crossing,1.9840171186637084e-06,road work ahead,4.638624120303319e-08,railway crossing,4.4266573259536455e-08,no pedestrians,3.552364754535341e-08,1
cycle_crossing_5.png,cycle crossing,cycle crossing,0.9999994258441645,road work ahead,3.3990532144022843e-07,cross road,1.0101521068517184e-07,bumpy road,3.273392390039807e-08,railway crossing,3.062940618561686e-08,1
cycle_crossing_6.png,cycle crossing,cycle crossing,0.9999857228203097,steep ascent,8.953564490832655e-06,cross road,2.8198067882594934e-06,bumpy road,9.741155821045617e-07,steep descent,9.190454803501625e-07,1
cycle_crossing_7.png,cycle crossing,cycle crossing,0.9999998225653215,railway crossing,1.3662694319458832e-07,road work ahead,1.8018095427931415e-08,pedestrian crossing,7.459918470777912e-09,cross road,4.284477071072861e-09,1
cycle_crossing_8.png,cycle crossing,cycle crossing,0.9999998623431752,cross road,4.4323457250836296e-08,road work ahead,3.7706712448334654e-08,pedestrian crossing,1.46793030253931e-08,animal crossing,1.0763057548712956e-08,1
